# LAMMPS data file written by OVITO Basic 3.9.4

62 atoms
1 atom types

0.0 9.795473045 xlo xhi
0.0 8.4832304781 ylo yhi
0.0 49.9517523336 zlo zhi
4.8985647205 -5.3998159016e-06 1.0222589663e-04 xy xz yz

Masses

1 12.0107  # C

Atoms  # atomic

1 1 0.0052256702 0.0028057503 22.8536880982
2 1 1.2257607209 0.70757122 22.7921122739
3 1 0.0052572191 0.002828112 19.1059021258
4 1 1.2258116118 0.7075976883 19.1676781725
5 1 11.0087154938 2.1258630251 22.7468024084
6 1 2.4479180691 2.824197518 22.7917501775
7 1 11.008742178 2.1259009079 19.2129620745
8 1 2.4479482958 2.824188085 19.1680116852
9 1 2.4482233838 4.2333324353 22.8531367112
10 1 3.6801259146 4.9433227811 22.7744268438
11 1 2.4482567626 4.23337952 19.10640529
12 1 3.6801420015 4.9433356623 19.18495541
13 1 13.4693648483 6.3609187264 22.8390148674
14 1 4.9049387644 7.064325973 22.7748065637
15 1 13.4694369928 6.3609438525 19.1203288494
16 1 4.9049608507 7.0643585001 19.1846159078
17 1 7.3461944058 8.4708086904 22.7461417747
18 1 3.6697807956 0.707513354 22.7910596489
19 1 7.3462407131 8.4708231825 19.2136007247
20 1 3.6697698913 0.707553792 19.1686808155
21 1 3.6823000844 2.1257715126 22.7458739526
22 1 4.9044036026 2.8312262355 22.4605144133
23 1 3.6823370945 2.1257875898 19.2138534352
24 1 4.90441491 2.8312369442 19.4989454543
25 1 4.8634092459 4.2537097542 22.3785496703
26 1 5.826850966 5.1179083215 21.6960327747
27 1 4.8634812805 4.2537342673 19.5808100184
28 1 5.8268924382 5.1179027484 20.2633044138
29 1 6.0936663888 6.3841027394 22.3788011664
30 1 7.3462294705 7.0597676379 22.4608310588
31 1 6.0937281586 6.3840882173 19.58059026
32 1 7.3462655011 7.0598013719 19.4986528866
33 1 4.8901558217 0.0029356742 22.8522418993
34 1 6.1209536418 0.7145058327 22.7736820652
35 1 4.8902237276 0.0029431082 19.1072658752
36 1 6.1209699436 0.7145170088 19.1856784285
37 1 6.115533383 2.0840890177 22.3782906944
38 1 7.3457549979 2.4862822593 21.695926428
39 1 6.1155935402 2.0841347062 19.5810751461
40 1 7.3457665049 2.486315656 20.2634291733
41 1 8.8655195784 5.1181083989 21.6958871806
42 1 8.8655421916 5.1181219011 20.2634605102
43 1 8.5988211423 6.3844793612 22.378387744
44 1 9.7877200538 7.0645415886 22.7735645711
45 1 8.5988610973 6.3844715027 19.5809995999
46 1 9.7877675831 7.064585067 19.1858088336
47 1 12.2440393074 8.4834108587 22.8385034328
48 1 8.5701437099 0.7146046032 22.7747201823
49 1 12.2440949457 8.4834777885 19.1208213757
50 1 8.5701782614 0.714607553 19.184700485
51 1 8.5755436716 2.0843559329 22.3791114322
52 1 9.7867461507 2.8314997652 22.4615840419
53 1 8.57556511 2.0844200009 19.5803011781
54 1 9.7867968679 2.831508339 19.4979276489
55 1 9.8284769101 4.2538882229 22.3789537983
56 1 11.0120559094 4.943451883 22.7742184945
57 1 9.8284878621 4.2539295867 19.5804515574
58 1 11.0121244994 4.9434708243 19.1851777073
59 1 11.0187573689 6.3611748983 22.8381565313
60 1 12.2440251428 7.068468353 22.9001971715
61 1 11.0187848062 6.3611977953 19.1211551264
62 1 12.2440632397 7.0684832743 19.059112528
